               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 309,            0.034852,            0.017197,          0.00059168,             0.82996,              0.8002,             0.82993,             0.55301,            0.039945,            0.017004,           0.0017523,           0.0069508,           0.0069508,           0.0069508
                 310,            0.034763,            0.016715,          0.00047838,             0.83833,             0.79003,             0.82668,             0.55554,            0.039919,            0.017007,           0.0017115,           0.0069409,           0.0069409,           0.0069409
                 311,            0.035156,            0.017297,           0.0004189,             0.85455,             0.78618,             0.82666,              0.5556,            0.039931,               0.017,           0.0016841,            0.006931,            0.006931,            0.006931
                 312,            0.035263,             0.01738,          0.00045046,             0.83484,             0.79589,             0.83027,             0.55811,            0.039915,             0.01698,           0.0016678,           0.0069211,           0.0069211,           0.0069211
                 313,            0.034924,            0.017166,          0.00056727,             0.83773,             0.78275,             0.82932,             0.55973,            0.039858,            0.016956,           0.0017235,           0.0069112,           0.0069112,           0.0069112
                 314,            0.035542,            0.017521,          0.00041494,             0.83749,             0.78794,             0.82917,             0.55847,            0.039864,            0.016917,           0.0017376,           0.0069013,           0.0069013,           0.0069013
                 315,            0.034778,            0.016675,          0.00060374,             0.83382,               0.792,             0.83024,             0.55958,            0.039934,            0.016903,           0.0017758,           0.0068914,           0.0068914,           0.0068914
                 316,            0.035016,            0.017491,           0.0005682,              0.8463,             0.77847,             0.83155,              0.5573,            0.039915,            0.016907,           0.0017414,           0.0068815,           0.0068815,           0.0068815
                 317,            0.034918,            0.017268,          0.00056554,             0.84306,             0.78002,             0.83205,             0.55838,            0.039776,            0.016893,           0.0017443,           0.0068716,           0.0068716,           0.0068716
                 318,            0.035078,            0.018237,          0.00058511,             0.82558,             0.79767,             0.83015,             0.55818,             0.03976,            0.016947,           0.0017289,           0.0068617,           0.0068617,           0.0068617
                 319,              0.0347,            0.017575,          0.00041705,             0.83649,             0.78127,             0.83016,             0.55712,            0.039709,            0.016954,           0.0017467,           0.0068518,           0.0068518,           0.0068518
                 320,            0.035169,            0.017087,          0.00063467,             0.83914,             0.78495,             0.82791,             0.55522,              0.0397,            0.016956,           0.0017174,           0.0068419,           0.0068419,           0.0068419
                 321,            0.035117,            0.017687,          0.00054216,             0.84085,             0.78787,             0.83097,             0.55672,            0.039694,            0.016937,           0.0016541,            0.006832,            0.006832,            0.006832
                 322,             0.03481,             0.01698,          0.00059207,             0.83543,             0.78361,             0.82998,             0.55558,            0.039696,            0.016928,           0.0017055,           0.0068221,           0.0068221,           0.0068221
                 323,            0.034842,            0.017415,          0.00061175,             0.84662,             0.78153,             0.82732,             0.55506,            0.039713,            0.016963,           0.0017149,           0.0068122,           0.0068122,           0.0068122
                 324,             0.03521,            0.017546,          0.00044381,             0.84271,             0.77809,             0.82825,              0.5559,            0.039678,            0.016978,            0.001706,           0.0068023,           0.0068023,           0.0068023
                 325,            0.034627,            0.016849,          0.00057724,             0.84139,             0.78297,             0.82653,              0.5552,            0.039702,            0.016951,            0.001692,           0.0067924,           0.0067924,           0.0067924
                 326,            0.034421,             0.01712,          0.00047663,             0.82704,             0.79057,             0.82642,             0.55318,            0.039691,            0.016945,           0.0017218,           0.0067825,           0.0067825,           0.0067825
                 327,            0.035271,             0.01719,          0.00055786,             0.82842,             0.78691,             0.82495,             0.55188,            0.039665,            0.016936,           0.0017321,           0.0067726,           0.0067726,           0.0067726
                 328,            0.034682,            0.017434,          0.00045543,             0.82658,             0.78491,             0.82358,             0.55038,            0.039625,            0.016921,           0.0017734,           0.0067627,           0.0067627,           0.0067627
                 329,            0.034292,            0.016718,          0.00058036,             0.82604,             0.79209,             0.82388,             0.55089,            0.039575,             0.01692,           0.0017543,           0.0067528,           0.0067528,           0.0067528
                 330,            0.035077,            0.017297,          0.00053956,             0.83021,             0.79198,             0.82298,             0.55288,              0.0396,            0.016923,           0.0017234,           0.0067429,           0.0067429,           0.0067429
                 331,            0.034058,            0.016807,          0.00063517,             0.82719,             0.79252,             0.82245,             0.55198,            0.039635,            0.016932,           0.0017354,            0.006733,            0.006733,            0.006733
                 332,            0.034769,            0.016822,          0.00041861,             0.84375,             0.77668,             0.82411,             0.55448,            0.039669,            0.016949,           0.0017213,           0.0067231,           0.0067231,           0.0067231
                 333,              0.0347,            0.016537,          0.00066246,             0.83963,              0.7821,             0.82363,             0.55231,             0.03965,             0.01691,           0.0017124,           0.0067132,           0.0067132,           0.0067132
                 334,             0.03454,            0.016773,          0.00049943,             0.83421,             0.78579,             0.82289,             0.55478,            0.039644,            0.016879,           0.0017327,           0.0067033,           0.0067033,           0.0067033
                 335,            0.034599,            0.017681,          0.00052362,             0.83233,              0.7831,             0.82359,             0.55718,            0.039628,            0.016902,           0.0017342,           0.0066934,           0.0066934,           0.0066934
                 336,            0.034391,            0.016749,          0.00057627,             0.82528,             0.79112,             0.82207,             0.55465,            0.039635,            0.016938,           0.0017657,           0.0066835,           0.0066835,           0.0066835
                 337,            0.034536,            0.017058,           0.0006245,             0.82523,             0.79302,              0.8222,             0.55296,             0.03969,            0.016958,           0.0017606,           0.0066736,           0.0066736,           0.0066736
                 338,            0.034222,            0.017134,          0.00046362,             0.82738,              0.8016,             0.82453,             0.55187,            0.039718,             0.01696,           0.0017488,           0.0066637,           0.0066637,           0.0066637
                 339,            0.034541,            0.016865,          0.00045348,             0.81845,              0.8094,             0.82374,             0.55314,            0.039709,            0.016952,           0.0017335,           0.0066538,           0.0066538,           0.0066538
                 340,            0.034803,            0.016714,          0.00046674,             0.80767,             0.81574,             0.82389,              0.5537,            0.039734,            0.016972,           0.0017101,           0.0066439,           0.0066439,           0.0066439
                 341,            0.034537,            0.016715,          0.00041026,             0.80934,             0.81475,             0.82519,             0.55748,            0.039742,            0.016976,           0.0017108,            0.006634,            0.006634,            0.006634
                 342,            0.035027,            0.017372,          0.00055922,             0.80473,             0.81913,             0.82701,             0.55905,            0.039723,            0.016956,           0.0017147,           0.0066241,           0.0066241,           0.0066241
                 343,            0.034312,            0.016789,          0.00069673,             0.83034,             0.79886,             0.82893,             0.56028,            0.039668,            0.016953,           0.0017186,           0.0066142,           0.0066142,           0.0066142
                 344,            0.034723,            0.017124,          0.00043246,             0.83926,             0.79426,             0.82927,             0.55963,            0.039672,             0.01697,            0.001732,           0.0066043,           0.0066043,           0.0066043
                 345,             0.03467,             0.01705,          0.00041917,             0.82301,             0.80481,             0.82863,             0.56235,            0.039613,             0.01695,           0.0017427,           0.0065944,           0.0065944,           0.0065944
                 346,            0.034356,            0.016989,          0.00034857,             0.83344,             0.79021,             0.82981,             0.56334,             0.03963,            0.016957,           0.0017573,           0.0065845,           0.0065845,           0.0065845
                 347,            0.034598,            0.016603,          0.00040462,             0.84159,             0.78712,             0.82982,              0.5621,            0.039687,            0.016956,           0.0017641,           0.0065746,           0.0065746,           0.0065746
                 348,            0.034419,            0.016696,          0.00035215,             0.85012,             0.78108,             0.83021,             0.55922,            0.039709,            0.016957,           0.0017783,           0.0065647,           0.0065647,           0.0065647
                 349,            0.034431,            0.017126,          0.00051502,             0.81467,             0.81193,             0.82994,             0.56083,            0.039766,            0.016973,           0.0017734,           0.0065548,           0.0065548,           0.0065548
                 350,            0.034186,            0.016506,          0.00063051,             0.81199,              0.8187,             0.83055,             0.56189,            0.039781,            0.016992,           0.0017622,           0.0065449,           0.0065449,           0.0065449
                 351,            0.033885,            0.016909,          0.00029963,             0.83827,             0.79846,              0.8303,             0.56012,            0.039779,            0.016996,           0.0017598,            0.006535,            0.006535,            0.006535
                 352,            0.034371,            0.017137,          0.00041338,             0.83453,             0.79792,             0.82964,             0.55933,            0.039758,            0.016989,           0.0017861,           0.0065251,           0.0065251,           0.0065251
                 353,            0.034099,            0.017209,          0.00050141,             0.82585,             0.80215,             0.82925,             0.55954,            0.039782,            0.016988,           0.0018024,           0.0065152,           0.0065152,           0.0065152
                 354,            0.034159,            0.016905,           0.0005355,             0.83155,             0.80709,                0.83,             0.55863,            0.039794,            0.016993,           0.0017811,           0.0065053,           0.0065053,           0.0065053
                 355,             0.03463,            0.016816,          0.00054765,             0.83193,              0.8085,             0.82961,             0.55805,            0.039809,            0.017006,           0.0017956,           0.0064954,           0.0064954,           0.0064954
                 356,            0.034813,            0.016663,          0.00060027,             0.82686,              0.8087,             0.82743,             0.55729,            0.039851,            0.017011,           0.0018255,           0.0064855,           0.0064855,           0.0064855
                 357,            0.034853,            0.017174,          0.00049501,             0.82811,             0.80851,             0.82795,             0.55671,            0.039862,            0.017022,           0.0018275,           0.0064756,           0.0064756,           0.0064756
                 358,            0.034455,            0.016998,          0.00049351,             0.83158,             0.81273,              0.8288,             0.55604,            0.039829,            0.017022,           0.0018121,           0.0064657,           0.0064657,           0.0064657
                 359,             0.03424,            0.016736,          0.00064276,             0.83435,             0.81216,             0.82865,              0.5549,            0.039821,            0.017032,           0.0017825,           0.0064558,           0.0064558,           0.0064558
                 360,            0.034161,            0.017008,          0.00055273,             0.83044,             0.81792,             0.82845,             0.55457,            0.039846,            0.017053,           0.0017758,           0.0064459,           0.0064459,           0.0064459
                 361,            0.034332,            0.017035,          0.00054181,             0.82878,             0.81879,             0.82743,              0.5539,            0.039853,            0.017058,           0.0017547,            0.006436,            0.006436,            0.006436
                 362,            0.033806,            0.016656,          0.00045311,             0.83096,             0.81264,             0.82704,              0.5547,            0.039851,            0.017053,           0.0017443,           0.0064261,           0.0064261,           0.0064261
                 363,            0.034135,            0.016963,          0.00032376,             0.83205,             0.81121,             0.82686,             0.55386,            0.039846,            0.017037,           0.0017507,           0.0064162,           0.0064162,           0.0064162
                 364,            0.034112,            0.017139,          0.00038202,             0.83757,             0.80486,             0.82764,             0.55234,            0.039844,            0.017033,           0.0017554,           0.0064063,           0.0064063,           0.0064063
                 365,            0.034526,            0.017033,          0.00041396,             0.83213,             0.80481,             0.82959,               0.553,            0.039796,            0.017008,           0.0017567,           0.0063964,           0.0063964,           0.0063964
                 366,            0.034125,            0.016813,           0.0006197,             0.83163,             0.80715,             0.82904,             0.55262,            0.039761,            0.017007,           0.0017725,           0.0063865,           0.0063865,           0.0063865
                 367,            0.033957,            0.016558,          0.00067637,             0.82546,             0.81202,             0.82852,             0.55197,            0.039694,            0.016993,           0.0017789,           0.0063766,           0.0063766,           0.0063766
                 368,            0.034475,            0.016995,          0.00055625,             0.83335,             0.80856,             0.82881,             0.55438,            0.039646,            0.016976,           0.0017748,           0.0063667,           0.0063667,           0.0063667
                 369,            0.034372,            0.016849,          0.00062425,             0.83204,             0.80924,             0.82812,             0.55388,            0.039647,            0.016979,           0.0017806,           0.0063568,           0.0063568,           0.0063568
                 370,            0.033824,            0.017084,           0.0004248,             0.82876,             0.80732,             0.82783,             0.55512,            0.039641,            0.017001,           0.0017813,           0.0063469,           0.0063469,           0.0063469
                 371,            0.034615,             0.01665,          0.00047665,              0.8292,             0.80712,             0.82707,              0.5556,            0.039634,            0.017012,           0.0017745,            0.006337,            0.006337,            0.006337
                 372,            0.033607,            0.016897,          0.00034302,             0.82798,             0.80789,             0.82832,             0.55748,            0.039624,            0.017016,           0.0017662,           0.0063271,           0.0063271,           0.0063271
                 373,            0.034486,            0.017289,          0.00051376,             0.82665,             0.80698,             0.82869,             0.55844,            0.039602,            0.017022,           0.0017669,           0.0063172,           0.0063172,           0.0063172
                 374,            0.033879,            0.017351,          0.00040694,             0.83007,             0.80555,             0.82819,             0.55915,            0.039579,            0.017029,           0.0017719,           0.0063073,           0.0063073,           0.0063073
                 375,            0.034196,            0.016398,          0.00047861,             0.82542,             0.80333,             0.82874,             0.55881,            0.039577,            0.017031,           0.0017852,           0.0062974,           0.0062974,           0.0062974
                 376,            0.034094,             0.01682,          0.00045661,             0.82428,             0.80277,             0.82816,             0.55812,            0.039581,            0.017034,           0.0017839,           0.0062875,           0.0062875,           0.0062875
                 377,            0.034026,            0.017166,          0.00046719,             0.83056,              0.8049,             0.82866,             0.55887,            0.039602,            0.017044,           0.0017757,           0.0062776,           0.0062776,           0.0062776
                 378,            0.033682,            0.016245,          0.00037855,              0.8303,              0.8084,             0.82993,             0.55838,            0.039617,            0.017052,           0.0017831,           0.0062677,           0.0062677,           0.0062677
                 379,            0.034097,            0.016683,          0.00043532,             0.82629,             0.80642,             0.82961,             0.56039,            0.039632,            0.017063,           0.0017935,           0.0062578,           0.0062578,           0.0062578
                 380,            0.033917,            0.016659,          0.00048086,             0.83108,             0.80497,             0.82999,             0.56003,            0.039654,            0.017078,            0.001799,           0.0062479,           0.0062479,           0.0062479
                 381,            0.034112,            0.016738,          0.00043488,               0.835,             0.80386,             0.82971,             0.55931,            0.039656,            0.017082,           0.0017925,            0.006238,            0.006238,            0.006238
                 382,            0.033612,            0.016577,          0.00054275,             0.83491,             0.80213,             0.82932,             0.55893,            0.039651,            0.017085,           0.0017994,           0.0062281,           0.0062281,           0.0062281
                 383,             0.03438,            0.017045,          0.00047685,             0.83653,             0.80112,             0.82855,             0.55865,            0.039677,            0.017104,           0.0018025,           0.0062182,           0.0062182,           0.0062182
                 384,            0.033496,             0.01711,          0.00036099,             0.82845,             0.81117,             0.82906,             0.55886,            0.039689,            0.017106,           0.0018075,           0.0062083,           0.0062083,           0.0062083
                 385,            0.034462,              0.0165,          0.00044387,             0.82879,             0.80899,             0.82974,             0.55833,            0.039707,            0.017126,           0.0018308,           0.0061984,           0.0061984,           0.0061984
                 386,            0.033758,            0.016573,          0.00048136,             0.82746,             0.81078,             0.82976,             0.55812,            0.039681,            0.017123,           0.0018352,           0.0061885,           0.0061885,           0.0061885
                 387,            0.033613,            0.017314,          0.00048271,             0.82842,             0.81136,              0.8293,             0.55642,            0.039689,            0.017117,           0.0018403,           0.0061786,           0.0061786,           0.0061786
                 388,            0.033849,            0.016786,          0.00054148,             0.83084,             0.81065,             0.83028,             0.55908,              0.0397,            0.017124,            0.001842,           0.0061687,           0.0061687,           0.0061687
                 389,             0.03364,            0.016553,          0.00053894,             0.82612,             0.80847,             0.82957,              0.5574,            0.039698,            0.017123,           0.0018399,           0.0061588,           0.0061588,           0.0061588
                 390,            0.033559,             0.01654,          0.00052036,             0.82885,             0.80934,             0.82982,              0.5567,            0.039703,            0.017126,           0.0018374,           0.0061489,           0.0061489,           0.0061489
                 391,            0.033909,            0.016743,          0.00038783,             0.82524,             0.80674,             0.82892,             0.55597,            0.039722,            0.017136,           0.0018289,            0.006139,            0.006139,            0.006139
                 392,            0.034028,            0.016104,          0.00057924,             0.83172,             0.80521,             0.82958,             0.55807,            0.039707,            0.017124,           0.0018265,           0.0061291,           0.0061291,           0.0061291
                 393,             0.03358,            0.016356,          0.00038592,             0.83326,             0.80734,             0.82932,             0.55914,            0.039718,             0.01712,           0.0018293,           0.0061192,           0.0061192,           0.0061192
                 394,            0.033949,            0.017311,          0.00041352,             0.83512,              0.8028,             0.82905,              0.5579,            0.039727,            0.017116,           0.0018142,           0.0061093,           0.0061093,           0.0061093
                 395,             0.03401,            0.016198,          0.00055824,             0.83565,             0.80101,             0.82904,               0.557,            0.039741,            0.017126,           0.0018089,           0.0060994,           0.0060994,           0.0060994
                 396,            0.034298,            0.016397,          0.00046479,             0.83879,             0.80063,             0.82935,             0.55895,            0.039735,            0.017122,            0.001789,           0.0060895,           0.0060895,           0.0060895
                 397,            0.034278,            0.016697,          0.00058235,             0.83077,             0.80536,             0.82948,             0.55874,            0.039732,            0.017123,           0.0017658,           0.0060796,           0.0060796,           0.0060796
                 398,             0.03392,            0.017089,          0.00050681,             0.83059,              0.8048,              0.8298,             0.55806,            0.039739,            0.017122,           0.0017625,           0.0060697,           0.0060697,           0.0060697
                 399,            0.033587,            0.016674,          0.00026874,             0.83526,             0.79886,             0.82983,             0.55681,            0.039718,            0.017119,           0.0017558,           0.0060598,           0.0060598,           0.0060598
                 400,            0.033922,            0.016679,           0.0004899,             0.83128,             0.80246,             0.82968,             0.55758,            0.039721,            0.017118,           0.0017614,           0.0060499,           0.0060499,           0.0060499
                 401,            0.034149,            0.016989,          0.00040269,             0.82921,             0.80096,             0.83036,              0.5584,            0.039723,            0.017108,           0.0017584,             0.00604,             0.00604,             0.00604
                 402,            0.033286,            0.016549,          0.00047991,             0.83015,             0.80115,             0.83026,             0.55825,            0.039724,            0.017095,           0.0017515,           0.0060301,           0.0060301,           0.0060301
                 403,            0.033701,            0.016121,          0.00052048,             0.83076,             0.80154,             0.82957,             0.55832,             0.03972,            0.017105,           0.0017515,           0.0060202,           0.0060202,           0.0060202
                 404,             0.03297,            0.016594,          0.00043921,             0.83373,             0.80173,             0.82993,              0.5599,            0.039718,            0.017111,           0.0017489,           0.0060103,           0.0060103,           0.0060103
                 405,            0.033054,            0.016414,           0.0004522,             0.82768,             0.80414,             0.82886,             0.55954,            0.039719,            0.017119,           0.0017565,           0.0060004,           0.0060004,           0.0060004
                 406,            0.033831,            0.016548,          0.00041218,             0.82806,             0.80073,             0.82762,             0.55876,            0.039723,            0.017125,           0.0017655,           0.0059905,           0.0059905,           0.0059905
                 407,            0.033606,            0.016889,           0.0005247,             0.82731,             0.80039,             0.82775,             0.55932,            0.039725,            0.017127,           0.0017699,           0.0059806,           0.0059806,           0.0059806
                 408,            0.033745,            0.017423,          0.00046587,             0.82934,             0.80323,             0.82658,             0.55588,            0.039735,            0.017133,           0.0017688,           0.0059707,           0.0059707,           0.0059707
                 409,            0.033062,            0.016502,           0.0004635,             0.82834,             0.80507,             0.82705,             0.55556,            0.039752,            0.017142,           0.0017719,           0.0059608,           0.0059608,           0.0059608
                 410,            0.033762,            0.016687,          0.00047045,             0.83057,             0.80385,             0.82647,             0.55503,            0.039767,            0.017149,           0.0017746,           0.0059509,           0.0059509,           0.0059509
                 411,             0.03353,            0.016329,           0.0005976,             0.83103,             0.80404,             0.82685,             0.55608,            0.039781,            0.017159,           0.0017775,            0.005941,            0.005941,            0.005941
                 412,             0.03334,            0.016232,          0.00044053,             0.83172,             0.80328,             0.82697,             0.55493,            0.039794,            0.017166,           0.0017718,           0.0059311,           0.0059311,           0.0059311
                 413,            0.033393,            0.016912,          0.00035586,             0.83427,             0.80194,             0.82643,             0.55484,            0.039804,            0.017172,           0.0017681,           0.0059212,           0.0059212,           0.0059212
                 414,            0.033382,            0.016622,           0.0004794,             0.82921,             0.80349,              0.8265,             0.55607,            0.039813,            0.017173,           0.0017672,           0.0059113,           0.0059113,           0.0059113
                 415,            0.033449,            0.016469,          0.00046065,             0.83139,             0.80653,              0.8282,             0.55675,            0.039808,            0.017168,           0.0017606,           0.0059014,           0.0059014,           0.0059014
                 416,            0.032969,            0.016112,          0.00052065,             0.83318,             0.80731,             0.82744,             0.55739,            0.039796,            0.017173,            0.001755,           0.0058915,           0.0058915,           0.0058915
                 417,            0.033326,            0.016512,          0.00056165,             0.83167,             0.80598,              0.8264,             0.55658,            0.039789,             0.01718,           0.0017578,           0.0058816,           0.0058816,           0.0058816
                 418,            0.033519,            0.016189,          0.00053985,             0.83046,             0.80675,             0.82674,             0.55509,            0.039785,            0.017186,           0.0017607,           0.0058717,           0.0058717,           0.0058717
                 419,            0.033601,            0.017125,          0.00042304,              0.8262,             0.81551,             0.82713,             0.55595,            0.039783,            0.017187,           0.0017637,           0.0058618,           0.0058618,           0.0058618
                 420,            0.033553,            0.016244,          0.00042155,             0.82563,             0.81422,             0.82653,             0.55504,             0.03979,            0.017192,           0.0017676,           0.0058519,           0.0058519,           0.0058519
                 421,            0.033552,             0.01634,          0.00037989,             0.82368,              0.8161,             0.82638,             0.55514,            0.039806,            0.017194,           0.0017694,            0.005842,            0.005842,            0.005842
                 422,            0.033377,            0.016521,          0.00052879,             0.82328,              0.8171,             0.82629,             0.55594,            0.039822,            0.017194,           0.0017761,           0.0058321,           0.0058321,           0.0058321
                 423,            0.032974,            0.016269,           0.0005515,             0.82183,             0.81901,             0.82613,             0.55469,            0.039813,            0.017192,           0.0017778,           0.0058222,           0.0058222,           0.0058222
                 424,            0.033708,            0.016986,          0.00054066,             0.82862,             0.81406,             0.82583,             0.55605,            0.039818,            0.017194,            0.001782,           0.0058123,           0.0058123,           0.0058123
                 425,            0.033257,            0.016789,          0.00031185,              0.8248,             0.81552,             0.82603,             0.55671,            0.039822,            0.017192,           0.0017797,           0.0058024,           0.0058024,           0.0058024
                 426,            0.032929,            0.016985,          0.00036219,             0.82697,             0.81295,             0.82607,             0.55707,            0.039814,            0.017196,           0.0017816,           0.0057925,           0.0057925,           0.0057925
                 427,            0.032985,            0.015642,          0.00035253,             0.82666,             0.81183,             0.82574,             0.55592,            0.039811,            0.017204,           0.0017884,           0.0057826,           0.0057826,           0.0057826
                 428,            0.033416,             0.01642,          0.00036289,             0.82733,             0.81027,             0.82613,             0.55529,            0.039818,            0.017205,            0.001799,           0.0057727,           0.0057727,           0.0057727
                 429,            0.033512,             0.01641,          0.00039532,             0.82763,             0.80889,             0.82591,             0.55547,            0.039811,            0.017208,           0.0017993,           0.0057628,           0.0057628,           0.0057628
                 430,            0.033113,            0.016501,          0.00043012,             0.82687,             0.81108,              0.8258,             0.55415,            0.039802,            0.017208,           0.0018086,           0.0057529,           0.0057529,           0.0057529
                 431,            0.033815,            0.016921,          0.00051007,             0.82739,             0.80849,             0.82451,             0.55468,            0.039794,            0.017215,           0.0018118,            0.005743,            0.005743,            0.005743
                 432,            0.033369,             0.01631,          0.00041653,              0.8301,             0.80421,             0.82521,             0.55407,            0.039789,            0.017222,            0.001813,           0.0057331,           0.0057331,           0.0057331
                 433,            0.032924,            0.016546,          0.00042989,             0.83074,             0.80001,             0.82469,             0.55414,            0.039791,            0.017225,           0.0018108,           0.0057232,           0.0057232,           0.0057232
                 434,               0.033,            0.016162,          0.00038792,             0.83118,             0.79951,             0.82452,              0.5557,            0.039791,            0.017221,           0.0018043,           0.0057133,           0.0057133,           0.0057133
                 435,            0.033423,            0.016201,          0.00043154,             0.83375,             0.80244,             0.82436,              0.5544,            0.039799,            0.017218,           0.0018069,           0.0057034,           0.0057034,           0.0057034
                 436,            0.032978,            0.016509,          0.00046745,             0.83396,             0.80201,             0.82395,             0.55455,            0.039808,            0.017211,           0.0018158,           0.0056935,           0.0056935,           0.0056935
                 437,            0.033244,            0.016193,          0.00035262,             0.82512,              0.8085,             0.82438,             0.55409,            0.039808,            0.017209,           0.0018186,           0.0056836,           0.0056836,           0.0056836
                 438,            0.033211,            0.016544,          0.00045359,             0.83429,             0.80623,             0.82605,             0.55366,            0.039806,            0.017209,           0.0018252,           0.0056737,           0.0056737,           0.0056737
                 439,            0.033066,            0.016633,          0.00055055,             0.83431,             0.80532,             0.82695,             0.55263,            0.039804,            0.017208,           0.0018318,           0.0056638,           0.0056638,           0.0056638
                 440,            0.032829,            0.016239,          0.00041002,             0.83265,             0.80624,             0.82682,             0.55263,            0.039805,            0.017208,           0.0018319,           0.0056539,           0.0056539,           0.0056539
                 441,            0.033689,            0.016387,          0.00049609,             0.82874,             0.81349,              0.8264,             0.55137,            0.039809,            0.017202,            0.001827,            0.005644,            0.005644,            0.005644
                 442,            0.033236,            0.016208,          0.00044573,             0.82595,             0.81716,             0.82711,             0.55216,             0.03981,            0.017196,           0.0018304,           0.0056341,           0.0056341,           0.0056341
                 443,            0.032893,            0.016551,          0.00049736,             0.82638,             0.81701,             0.82736,             0.55205,            0.039813,            0.017193,           0.0018268,           0.0056242,           0.0056242,           0.0056242
                 444,            0.032759,            0.015868,          0.00048075,             0.82304,             0.81769,             0.82729,             0.55244,            0.039803,            0.017189,           0.0018242,           0.0056143,           0.0056143,           0.0056143
                 445,            0.033431,            0.016441,          0.00045525,             0.82411,             0.81616,             0.82698,             0.55207,            0.039811,            0.017191,           0.0018239,           0.0056044,           0.0056044,           0.0056044
                 446,            0.033116,            0.016638,          0.00054496,              0.8257,             0.81597,             0.82676,              0.5524,            0.039818,            0.017179,           0.0018242,           0.0055945,           0.0055945,           0.0055945
