               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.038693,            0.018397,          0.00096317,             0.81136,             0.77495,             0.81394,             0.51039,            0.041226,            0.017306,           0.0019312,           0.0085348,           0.0085348,           0.0085348
                 150,            0.038727,            0.018983,          0.00076125,             0.80417,             0.75571,             0.80717,             0.52012,            0.041453,             0.01749,           0.0017059,           0.0085249,           0.0085249,           0.0085249
                 151,            0.038494,            0.018222,          0.00088726,             0.82374,             0.77489,              0.8135,             0.52464,            0.041451,            0.017327,           0.0018369,            0.008515,            0.008515,            0.008515
                 152,            0.038575,            0.018869,            0.000573,             0.83005,             0.77629,             0.81111,             0.52197,            0.041475,            0.017289,           0.0018577,           0.0085051,           0.0085051,           0.0085051
                 153,            0.038837,            0.018749,          0.00080429,             0.81355,             0.78521,              0.8179,             0.53308,            0.040901,            0.017227,           0.0018241,           0.0084952,           0.0084952,           0.0084952
                 154,            0.038598,            0.018853,           0.0009159,             0.82053,             0.78335,             0.81356,             0.54088,            0.041091,            0.017324,           0.0017924,           0.0084853,           0.0084853,           0.0084853
                 155,            0.038396,            0.018638,          0.00096796,             0.83339,             0.75828,             0.81385,             0.53375,             0.04097,            0.017097,           0.0016091,           0.0084754,           0.0084754,           0.0084754
                 156,            0.038371,            0.018418,          0.00081773,             0.81013,             0.79729,             0.81353,             0.53322,            0.040987,            0.017122,           0.0014979,           0.0084655,           0.0084655,           0.0084655
                 157,            0.038316,            0.018711,          0.00079186,             0.81769,             0.79327,             0.82097,             0.53207,            0.040977,            0.017123,           0.0018631,           0.0084556,           0.0084556,           0.0084556
                 158,            0.038457,             0.01821,          0.00086175,             0.80704,             0.80044,             0.81179,             0.52406,            0.041247,             0.01737,           0.0017434,           0.0084457,           0.0084457,           0.0084457
                 159,            0.038078,            0.018837,          0.00095987,             0.83059,             0.78536,             0.81811,             0.54016,            0.040797,            0.017094,           0.0016664,           0.0084358,           0.0084358,           0.0084358
                 160,             0.03838,            0.018344,          0.00085175,             0.81151,             0.76358,             0.80976,             0.51474,            0.041373,            0.017441,           0.0017664,           0.0084259,           0.0084259,           0.0084259
                 161,            0.037896,            0.018551,           0.0007881,             0.81356,             0.79729,             0.81138,             0.51348,            0.041146,            0.017157,           0.0017897,            0.008416,            0.008416,            0.008416
                 162,            0.037949,            0.018648,          0.00061342,              0.8125,             0.77138,             0.80879,             0.52563,            0.040725,            0.017267,            0.002056,           0.0084061,           0.0084061,           0.0084061
                 163,            0.037966,            0.018672,          0.00057178,             0.82409,             0.78168,             0.82094,             0.52092,            0.041154,            0.017253,           0.0020147,           0.0083962,           0.0083962,           0.0083962
                 164,            0.038046,            0.018505,          0.00065471,             0.82434,             0.77139,             0.80803,             0.52418,            0.040896,            0.017078,           0.0017975,           0.0083863,           0.0083863,           0.0083863
                 165,            0.038275,            0.018871,          0.00088493,             0.81835,             0.77784,             0.82366,             0.53682,            0.040729,            0.017253,           0.0017988,           0.0083764,           0.0083764,           0.0083764
                 166,             0.03786,            0.018649,          0.00080225,              0.8336,             0.76653,              0.8179,             0.53539,            0.040909,             0.01722,           0.0016733,           0.0083665,           0.0083665,           0.0083665
                 167,            0.037826,            0.017939,          0.00065015,             0.80872,             0.77625,             0.81254,             0.52736,            0.040921,            0.017228,           0.0020467,           0.0083566,           0.0083566,           0.0083566
                 168,             0.03827,            0.018191,          0.00084157,             0.81868,             0.76681,             0.79992,             0.51804,            0.041053,            0.017246,           0.0025169,           0.0083467,           0.0083467,           0.0083467
                 169,            0.038266,            0.018211,          0.00080021,              0.8059,             0.77997,             0.80506,             0.51479,            0.041008,            0.017302,           0.0018313,           0.0083368,           0.0083368,           0.0083368
                 170,            0.038261,            0.018706,          0.00072984,             0.80964,             0.77865,             0.80993,             0.52188,            0.041247,            0.017284,           0.0017371,           0.0083269,           0.0083269,           0.0083269
                 171,            0.038181,            0.018421,          0.00074513,             0.81834,             0.77436,              0.8118,             0.52261,            0.041157,            0.017237,           0.0019175,            0.008317,            0.008317,            0.008317
                 172,            0.037842,            0.018486,          0.00061932,             0.81978,             0.78506,             0.81172,             0.52231,            0.040797,            0.017105,           0.0019097,           0.0083071,           0.0083071,           0.0083071
                 173,             0.03822,            0.018593,          0.00082184,             0.80028,             0.78007,             0.81548,             0.53757,            0.041083,            0.017346,           0.0019196,           0.0082972,           0.0082972,           0.0082972
                 174,            0.037678,            0.018451,          0.00063997,             0.81059,             0.78917,             0.82365,             0.54648,            0.040787,            0.017183,             0.00167,           0.0082873,           0.0082873,           0.0082873
                 175,            0.038101,            0.018566,          0.00068275,             0.80801,             0.77809,             0.81107,             0.52741,            0.040888,            0.017393,           0.0018651,           0.0082774,           0.0082774,           0.0082774
                 176,            0.037793,            0.018179,          0.00070421,             0.81729,             0.77924,              0.8072,             0.53501,            0.040949,            0.017273,           0.0019831,           0.0082675,           0.0082675,           0.0082675
                 177,            0.038173,             0.01867,           0.0006793,             0.82803,             0.77747,              0.8171,             0.53292,            0.041084,            0.017192,           0.0019896,           0.0082576,           0.0082576,           0.0082576
                 178,            0.038012,            0.018337,          0.00074324,             0.79136,             0.78831,             0.81678,             0.54064,            0.040783,            0.017287,           0.0019868,           0.0082477,           0.0082477,           0.0082477
                 179,            0.037703,            0.018419,           0.0005879,             0.80369,             0.79477,             0.81081,             0.53505,            0.040567,            0.017293,           0.0018233,           0.0082378,           0.0082378,           0.0082378
                 180,            0.037002,            0.018011,          0.00065909,             0.80201,             0.77834,             0.81217,              0.5344,            0.040575,            0.017203,           0.0017655,           0.0082279,           0.0082279,           0.0082279
                 181,            0.037264,            0.018353,          0.00082059,             0.82496,             0.76764,             0.81652,             0.53307,            0.040576,            0.017219,           0.0017836,            0.008218,            0.008218,            0.008218
                 182,            0.037978,            0.018282,           0.0005966,             0.83663,             0.77228,             0.81777,             0.53413,            0.040289,            0.017168,            0.001877,           0.0082081,           0.0082081,           0.0082081
                 183,            0.037785,            0.018417,          0.00076366,             0.80417,             0.77281,             0.81288,             0.53762,            0.040567,             0.01717,           0.0019897,           0.0081982,           0.0081982,           0.0081982
                 184,            0.037316,            0.018079,          0.00064115,             0.79525,             0.79476,             0.81364,             0.54439,            0.040379,            0.017174,           0.0016395,           0.0081883,           0.0081883,           0.0081883
                 185,            0.037197,             0.01812,          0.00057698,             0.82609,              0.7735,             0.80846,             0.53481,            0.040359,            0.017158,           0.0017539,           0.0081784,           0.0081784,           0.0081784
                 186,            0.037533,            0.018488,          0.00061223,             0.80807,             0.78107,              0.8074,             0.52982,            0.040571,            0.017329,           0.0020563,           0.0081685,           0.0081685,           0.0081685
                 187,            0.037431,            0.017694,          0.00066579,             0.81985,             0.77887,             0.81731,             0.52169,            0.041019,            0.017395,            0.001753,           0.0081586,           0.0081586,           0.0081586
                 188,            0.037533,            0.018274,          0.00077915,             0.82235,              0.7877,             0.82149,              0.5381,            0.040389,            0.016981,            0.001932,           0.0081487,           0.0081487,           0.0081487
                 189,            0.037591,            0.017927,          0.00075081,             0.81199,             0.78329,             0.81937,             0.52975,            0.040696,            0.017104,           0.0019728,           0.0081388,           0.0081388,           0.0081388
                 190,            0.037045,            0.017351,          0.00052228,              0.8206,             0.77571,             0.81621,             0.53546,            0.040835,            0.017045,           0.0017983,           0.0081289,           0.0081289,           0.0081289
                 191,            0.037156,            0.017924,          0.00057328,             0.83314,             0.78171,             0.82457,             0.53516,            0.040513,            0.016851,           0.0016836,            0.008119,            0.008119,            0.008119
                 192,            0.037382,            0.017929,          0.00063471,             0.80366,             0.80009,             0.82523,             0.54669,            0.040568,            0.017094,           0.0016812,           0.0081091,           0.0081091,           0.0081091
                 193,            0.037526,            0.017879,          0.00069911,             0.82697,             0.77907,             0.81837,             0.53912,            0.040564,            0.017017,           0.0018729,           0.0080992,           0.0080992,           0.0080992
                 194,            0.037873,            0.018309,          0.00066162,             0.80813,             0.78749,             0.82107,             0.54233,            0.040326,            0.016998,           0.0018868,           0.0080893,           0.0080893,           0.0080893
                 195,            0.037317,            0.018138,          0.00084497,             0.81438,             0.77585,             0.82154,             0.54513,            0.040598,            0.017173,           0.0017529,           0.0080794,           0.0080794,           0.0080794
                 196,            0.037566,            0.018147,          0.00057403,             0.83036,             0.78164,             0.82167,             0.53384,            0.040675,            0.017235,           0.0018607,           0.0080695,           0.0080695,           0.0080695
                 197,            0.037437,            0.017847,          0.00070502,             0.80859,             0.78427,             0.81339,             0.53722,            0.040914,            0.017216,            0.001855,           0.0080596,           0.0080596,           0.0080596
                 198,            0.037329,            0.017893,          0.00061791,             0.81189,             0.78894,             0.82153,             0.53074,            0.040679,            0.017067,           0.0018408,           0.0080497,           0.0080497,           0.0080497
                 199,            0.037342,            0.018149,          0.00092691,             0.80902,             0.77006,             0.81577,             0.53318,            0.040444,            0.017028,           0.0017156,           0.0080398,           0.0080398,           0.0080398
                 200,            0.037447,             0.01774,          0.00064494,             0.81314,             0.77792,             0.81827,             0.53831,            0.040569,            0.017062,           0.0017529,           0.0080299,           0.0080299,           0.0080299
                 201,            0.037516,            0.018435,          0.00071269,             0.82282,             0.78168,             0.81968,             0.54142,            0.040444,            0.017094,           0.0019163,             0.00802,             0.00802,             0.00802
                 202,            0.037079,            0.018126,          0.00075176,              0.8422,             0.78039,             0.82263,             0.53995,            0.040354,            0.017053,           0.0017848,           0.0080101,           0.0080101,           0.0080101
                 203,            0.037045,            0.018432,          0.00070722,             0.82713,             0.79646,             0.82471,             0.54336,            0.040325,            0.017195,           0.0018398,           0.0080002,           0.0080002,           0.0080002
                 204,            0.037208,            0.017783,          0.00074232,             0.81425,             0.80275,             0.82366,             0.54473,            0.040503,            0.017192,           0.0017657,           0.0079903,           0.0079903,           0.0079903
                 205,            0.036719,            0.017936,          0.00066613,             0.82161,             0.79103,             0.82644,             0.54566,            0.040349,            0.016977,           0.0017894,           0.0079804,           0.0079804,           0.0079804
                 206,             0.03732,            0.018237,          0.00058402,             0.81786,             0.78575,             0.81896,              0.5392,            0.040372,               0.017,           0.0017689,           0.0079705,           0.0079705,           0.0079705
                 207,            0.036859,            0.018059,          0.00061539,             0.82041,             0.78443,             0.81621,             0.54415,            0.040264,            0.017054,           0.0018651,           0.0079606,           0.0079606,           0.0079606
                 208,              0.0374,            0.018189,          0.00059763,             0.81114,              0.7971,             0.82025,             0.53842,            0.040532,             0.01706,           0.0019043,           0.0079507,           0.0079507,           0.0079507
                 209,            0.037281,            0.018241,          0.00064621,             0.79619,             0.81107,             0.81863,             0.53765,            0.040768,            0.017083,           0.0018382,           0.0079408,           0.0079408,           0.0079408
                 210,            0.036752,            0.018092,          0.00073642,             0.80998,              0.7993,             0.82223,             0.53886,            0.040599,            0.017036,           0.0017879,           0.0079309,           0.0079309,           0.0079309
                 211,            0.036917,            0.017556,          0.00067198,             0.81972,             0.78808,             0.82012,             0.53837,            0.040531,            0.016963,           0.0019713,            0.007921,            0.007921,            0.007921
                 212,            0.037517,            0.018169,          0.00051856,             0.83213,             0.80077,             0.82154,             0.53342,             0.04074,             0.01714,           0.0019471,           0.0079111,           0.0079111,           0.0079111
                 213,            0.037261,            0.017853,          0.00054124,             0.84519,             0.78579,             0.82152,             0.53368,            0.040752,            0.017133,           0.0017887,           0.0079012,           0.0079012,           0.0079012
                 214,            0.037069,            0.017763,          0.00073479,             0.84342,             0.76928,             0.82148,             0.53826,            0.040472,            0.017098,            0.001901,           0.0078913,           0.0078913,           0.0078913
                 215,             0.03721,            0.018328,          0.00069335,             0.82581,             0.77204,             0.81973,             0.53533,            0.040567,            0.017113,           0.0021661,           0.0078814,           0.0078814,           0.0078814
                 216,            0.036846,            0.018279,           0.0005516,             0.82314,             0.78444,             0.82033,             0.53395,            0.040521,            0.017073,           0.0019725,           0.0078715,           0.0078715,           0.0078715
                 217,            0.037277,            0.018799,           0.0008082,             0.81294,             0.78741,             0.81978,             0.53676,            0.040187,            0.017043,            0.001853,           0.0078616,           0.0078616,           0.0078616
                 218,            0.036678,            0.017985,          0.00064335,             0.82365,             0.78298,             0.82485,              0.5369,            0.040084,            0.016966,           0.0018957,           0.0078517,           0.0078517,           0.0078517
                 219,            0.036785,            0.017858,           0.0006154,             0.84565,             0.76544,             0.82167,             0.53769,            0.040157,            0.016968,           0.0020833,           0.0078418,           0.0078418,           0.0078418
                 220,            0.036512,            0.017896,           0.0007222,             0.82786,             0.78486,             0.81561,             0.53301,            0.040493,            0.017115,           0.0021919,           0.0078319,           0.0078319,           0.0078319
                 221,            0.036332,             0.01766,          0.00067892,             0.82603,             0.78753,             0.81856,             0.53165,            0.040341,            0.017115,           0.0021273,            0.007822,            0.007822,            0.007822
                 222,            0.036682,            0.017841,          0.00045728,              0.8327,             0.78931,             0.82312,              0.5325,             0.04005,            0.016961,           0.0020258,           0.0078121,           0.0078121,           0.0078121
                 223,            0.037031,            0.018291,          0.00071604,              0.8244,             0.79394,              0.8242,             0.53982,            0.040033,            0.016923,            0.002036,           0.0078022,           0.0078022,           0.0078022
                 224,            0.036775,            0.017874,          0.00065168,             0.81034,             0.81077,             0.82839,              0.5399,             0.03996,            0.016931,           0.0020045,           0.0077923,           0.0077923,           0.0077923
                 225,            0.037462,            0.017855,          0.00044184,              0.8167,             0.81092,             0.82558,             0.54187,             0.04044,            0.017006,           0.0019085,           0.0077824,           0.0077824,           0.0077824
                 226,            0.036558,            0.017741,          0.00064755,             0.82234,             0.78379,             0.82143,             0.54023,            0.040615,            0.016964,           0.0019659,           0.0077725,           0.0077725,           0.0077725
                 227,            0.036676,            0.017734,          0.00066819,             0.82577,              0.7903,             0.82703,              0.5376,            0.040572,            0.017025,            0.002169,           0.0077626,           0.0077626,           0.0077626
                 228,            0.037054,            0.017845,          0.00077853,             0.84453,             0.77386,             0.82569,             0.54565,            0.040449,            0.016944,           0.0022745,           0.0077527,           0.0077527,           0.0077527
                 229,            0.036968,            0.017765,          0.00043878,             0.84152,             0.78089,             0.83119,              0.5525,            0.040476,            0.016975,           0.0022511,           0.0077428,           0.0077428,           0.0077428
                 230,            0.036649,            0.017915,          0.00055942,             0.83042,             0.80138,             0.82914,             0.54953,            0.040173,            0.016921,           0.0021462,           0.0077329,           0.0077329,           0.0077329
                 231,            0.036366,            0.017489,          0.00081075,             0.82516,             0.79736,             0.82604,             0.55079,            0.039969,            0.016937,           0.0019852,            0.007723,            0.007723,            0.007723
                 232,            0.036971,            0.017834,          0.00054553,             0.83165,             0.77205,             0.81846,             0.53706,            0.039867,            0.016952,           0.0021345,           0.0077131,           0.0077131,           0.0077131
                 233,            0.036316,            0.018592,          0.00064337,             0.81691,             0.78866,             0.81878,             0.53334,            0.040183,            0.016973,           0.0023018,           0.0077032,           0.0077032,           0.0077032
                 234,            0.036943,            0.017493,          0.00062994,             0.82614,             0.76614,             0.81526,             0.53462,            0.040198,            0.016897,           0.0021978,           0.0076933,           0.0076933,           0.0076933
                 235,            0.036505,            0.017663,          0.00061297,             0.80943,             0.79371,             0.81685,             0.54116,            0.040289,            0.016857,             0.00221,           0.0076834,           0.0076834,           0.0076834
                 236,            0.036282,            0.018103,          0.00071316,             0.83101,             0.79604,             0.82132,              0.5479,            0.040242,            0.016872,           0.0020287,           0.0076735,           0.0076735,           0.0076735
                 237,            0.036685,            0.017928,             0.00067,              0.8243,             0.79232,             0.82518,             0.54893,            0.040415,            0.016878,           0.0020655,           0.0076636,           0.0076636,           0.0076636
                 238,            0.036293,            0.017469,           0.0006666,             0.83108,             0.78289,             0.81767,             0.53949,            0.040354,            0.016984,           0.0021914,           0.0076537,           0.0076537,           0.0076537
                 239,            0.036519,            0.017504,          0.00059564,             0.81222,             0.79786,             0.82153,              0.5426,            0.040163,            0.016892,           0.0022653,           0.0076438,           0.0076438,           0.0076438
                 240,             0.03616,            0.018073,          0.00059731,              0.8183,             0.80356,             0.81864,             0.54206,            0.040581,            0.016984,           0.0022363,           0.0076339,           0.0076339,           0.0076339
                 241,            0.036467,            0.017875,          0.00072863,             0.81575,             0.81155,             0.82244,             0.54715,             0.04037,            0.016952,           0.0020474,            0.007624,            0.007624,            0.007624
                 242,            0.035888,            0.017387,          0.00057083,             0.80261,              0.8036,             0.81948,             0.53958,            0.040177,            0.017022,           0.0020672,           0.0076141,           0.0076141,           0.0076141
                 243,            0.036821,            0.017785,          0.00070073,             0.81402,             0.79099,             0.81881,             0.54066,            0.040061,             0.01706,           0.0019907,           0.0076042,           0.0076042,           0.0076042
                 244,            0.036707,            0.017829,          0.00061909,             0.80542,             0.80115,             0.82239,             0.54096,             0.03999,            0.017104,           0.0019049,           0.0075943,           0.0075943,           0.0075943
                 245,            0.036257,            0.017625,          0.00060962,             0.81156,             0.80753,             0.82303,             0.54166,            0.039945,            0.017115,           0.0018609,           0.0075844,           0.0075844,           0.0075844
                 246,            0.036514,            0.018126,          0.00051868,             0.82058,             0.80483,             0.82389,             0.54637,            0.039987,            0.017198,           0.0018381,           0.0075745,           0.0075745,           0.0075745
                 247,            0.035701,            0.017749,          0.00055843,             0.83639,             0.78946,             0.82356,             0.54019,             0.04025,            0.017288,           0.0019004,           0.0075646,           0.0075646,           0.0075646
                 248,            0.035887,            0.017057,          0.00065955,             0.81236,             0.79652,             0.81943,             0.54371,            0.040276,            0.017239,           0.0019545,           0.0075547,           0.0075547,           0.0075547
                 249,            0.036513,            0.017437,          0.00070095,             0.81505,              0.7879,             0.82153,             0.55014,            0.040272,            0.017144,           0.0018062,           0.0075448,           0.0075448,           0.0075448
                 250,            0.036402,            0.017859,           0.0005296,             0.81082,             0.79466,             0.82003,             0.54131,            0.040219,            0.017171,           0.0019192,           0.0075349,           0.0075349,           0.0075349
                 251,            0.036031,            0.017511,          0.00058643,             0.80489,             0.78719,             0.81807,             0.53876,            0.040186,            0.017214,           0.0018761,            0.007525,            0.007525,            0.007525
                 252,             0.03598,            0.018096,          0.00051551,             0.80523,             0.79195,             0.81865,             0.53945,            0.040237,            0.017245,           0.0019822,           0.0075151,           0.0075151,           0.0075151
                 253,            0.036591,            0.017835,          0.00057705,             0.81914,             0.78404,             0.82123,             0.53938,            0.040265,            0.017163,           0.0019347,           0.0075052,           0.0075052,           0.0075052
                 254,            0.035882,            0.017859,          0.00056643,             0.80663,             0.80991,             0.82481,             0.54187,            0.040324,            0.017098,           0.0019849,           0.0074953,           0.0074953,           0.0074953
                 255,            0.036105,            0.017869,           0.0004425,             0.81243,             0.79118,             0.81971,             0.53922,             0.04029,            0.017075,           0.0019732,           0.0074854,           0.0074854,           0.0074854
                 256,            0.036162,            0.017453,          0.00049654,             0.81562,             0.80086,             0.82358,             0.54342,            0.040333,            0.017094,           0.0018751,           0.0074755,           0.0074755,           0.0074755
                 257,             0.03588,            0.017394,          0.00069963,             0.82345,             0.80798,             0.82571,             0.54173,            0.040285,            0.017085,           0.0017609,           0.0074656,           0.0074656,           0.0074656
                 258,             0.03599,            0.017811,          0.00063017,             0.83305,             0.79488,              0.8293,             0.54657,            0.040187,            0.017079,           0.0018316,           0.0074557,           0.0074557,           0.0074557
                 259,            0.036252,            0.018147,          0.00070436,             0.81736,             0.80389,             0.82631,              0.5452,            0.040229,            0.017141,           0.0018507,           0.0074458,           0.0074458,           0.0074458
                 260,            0.035399,             0.01757,          0.00057543,             0.80887,              0.8055,             0.82362,             0.54565,            0.040079,            0.017165,           0.0017833,           0.0074359,           0.0074359,           0.0074359
                 261,            0.036236,            0.017198,          0.00070234,              0.8191,             0.79846,             0.82482,             0.54731,            0.039956,            0.017121,           0.0017537,            0.007426,            0.007426,            0.007426
                 262,            0.035901,            0.016988,          0.00054101,             0.82212,             0.80385,             0.82451,             0.54596,            0.039867,            0.017144,           0.0017399,           0.0074161,           0.0074161,           0.0074161
                 263,            0.035932,            0.017462,           0.0006417,              0.8299,             0.80266,             0.82712,             0.54074,            0.039888,            0.017127,           0.0017286,           0.0074062,           0.0074062,           0.0074062
                 264,             0.03551,            0.017317,          0.00047047,             0.82334,             0.79671,             0.82724,             0.54501,            0.039847,            0.017148,           0.0017434,           0.0073963,           0.0073963,           0.0073963
                 265,            0.036065,            0.017842,          0.00054041,             0.81147,             0.79816,             0.82515,             0.54603,            0.039788,            0.017054,           0.0017784,           0.0073864,           0.0073864,           0.0073864
                 266,            0.036304,            0.017736,          0.00058239,              0.8145,             0.79365,             0.82381,             0.54536,            0.039948,            0.017106,           0.0018041,           0.0073765,           0.0073765,           0.0073765
                 267,            0.036232,            0.017941,          0.00048379,              0.8092,              0.8127,             0.82379,             0.53951,            0.039988,            0.017088,           0.0017698,           0.0073666,           0.0073666,           0.0073666
                 268,            0.036145,            0.017271,           0.0005083,             0.81063,             0.81106,             0.82507,             0.53728,            0.040043,            0.017112,           0.0017346,           0.0073567,           0.0073567,           0.0073567
                 269,            0.036502,            0.017554,          0.00057184,             0.81656,             0.79884,             0.82135,             0.53817,            0.040094,            0.017088,           0.0017085,           0.0073468,           0.0073468,           0.0073468
                 270,            0.036096,             0.01789,          0.00053692,             0.80804,             0.80994,             0.82766,             0.54182,            0.040138,            0.017085,           0.0017386,           0.0073369,           0.0073369,           0.0073369
                 271,             0.03597,            0.017226,           0.0003904,             0.81631,             0.80691,             0.82493,             0.54425,            0.040136,            0.017054,           0.0017141,            0.007327,            0.007327,            0.007327
                 272,            0.035918,            0.017811,          0.00046933,             0.81962,             0.80479,             0.82473,             0.54607,            0.040151,            0.017052,           0.0017353,           0.0073171,           0.0073171,           0.0073171
                 273,            0.035967,            0.017653,          0.00042117,             0.82981,             0.79486,             0.82288,             0.54417,            0.040117,            0.017045,            0.001755,           0.0073072,           0.0073072,           0.0073072
                 274,            0.035779,            0.016981,          0.00059579,             0.82279,             0.79884,             0.82217,             0.54524,            0.039959,            0.016973,           0.0018091,           0.0072973,           0.0072973,           0.0072973
                 275,            0.035847,            0.017221,          0.00066184,             0.83117,             0.79252,             0.82423,             0.54802,            0.039883,             0.01689,           0.0017967,           0.0072874,           0.0072874,           0.0072874
                 276,            0.035347,            0.017366,          0.00063419,             0.83249,              0.7955,             0.82386,             0.54746,            0.039882,            0.016894,           0.0017764,           0.0072775,           0.0072775,           0.0072775
                 277,            0.035658,            0.017645,          0.00064999,             0.82507,             0.81371,             0.82593,             0.54679,            0.039703,            0.016821,           0.0017868,           0.0072676,           0.0072676,           0.0072676
                 278,            0.035427,            0.017776,          0.00066989,             0.82077,             0.80917,             0.82518,              0.5484,            0.039768,             0.01679,            0.001741,           0.0072577,           0.0072577,           0.0072577
                 279,            0.035529,            0.017477,          0.00052718,             0.82745,             0.79965,             0.82604,             0.54723,            0.039982,            0.016813,           0.0017527,           0.0072478,           0.0072478,           0.0072478
                 280,             0.03577,            0.017713,          0.00068207,             0.81663,             0.81035,             0.82631,             0.55212,            0.040069,            0.016858,           0.0017509,           0.0072379,           0.0072379,           0.0072379
                 281,            0.035372,            0.017194,          0.00062943,             0.83513,             0.80812,              0.8268,              0.5536,            0.040013,            0.016833,           0.0017382,            0.007228,            0.007228,            0.007228
                 282,            0.035443,            0.016542,          0.00045777,             0.82544,             0.81069,             0.82671,             0.54936,             0.03999,            0.016828,            0.001765,           0.0072181,           0.0072181,           0.0072181
                 283,            0.035943,            0.017926,           0.0004988,             0.82864,             0.80966,             0.82428,              0.5456,             0.04002,            0.016888,           0.0017621,           0.0072082,           0.0072082,           0.0072082
                 284,            0.035466,            0.017555,          0.00047174,             0.81911,             0.81549,              0.8267,              0.5522,            0.039973,            0.016941,           0.0017632,           0.0071983,           0.0071983,           0.0071983
                 285,            0.035368,            0.017656,          0.00053713,              0.8201,             0.81055,             0.82697,             0.55183,            0.039926,            0.016875,              0.0017,           0.0071884,           0.0071884,           0.0071884
                 286,            0.035146,            0.017813,          0.00043992,             0.82917,             0.80286,             0.83031,             0.55559,             0.03998,            0.016899,           0.0016886,           0.0071785,           0.0071785,           0.0071785
                 287,            0.035399,            0.017462,          0.00049245,             0.82961,             0.80326,             0.82846,             0.55617,                0.04,            0.016982,           0.0016605,           0.0071686,           0.0071686,           0.0071686
                 288,            0.036097,             0.01725,          0.00059898,             0.81108,             0.82169,             0.82884,             0.55049,            0.040087,            0.016962,           0.0016538,           0.0071587,           0.0071587,           0.0071587
                 289,            0.035663,            0.017339,          0.00062586,             0.81889,             0.80762,             0.82669,             0.54251,            0.040039,            0.016934,           0.0016733,           0.0071488,           0.0071488,           0.0071488
                 290,            0.035616,            0.017238,          0.00054578,             0.82749,             0.79948,             0.82706,             0.54176,            0.040056,            0.016965,           0.0016485,           0.0071389,           0.0071389,           0.0071389
                 291,            0.035297,            0.017859,          0.00058871,             0.81242,             0.81576,               0.823,             0.54233,            0.040015,            0.016972,           0.0016918,            0.007129,            0.007129,            0.007129
                 292,            0.035572,            0.017454,          0.00064585,             0.80564,              0.8191,             0.82492,             0.54405,            0.039961,            0.016955,           0.0016429,           0.0071191,           0.0071191,           0.0071191
                 293,            0.035073,            0.017382,          0.00055074,             0.83677,              0.7902,             0.82579,             0.54685,            0.039795,            0.016918,           0.0016283,           0.0071092,           0.0071092,           0.0071092
                 294,            0.035172,            0.017478,          0.00057698,             0.83141,             0.79786,             0.82771,             0.55057,            0.039779,            0.016894,           0.0016348,           0.0070993,           0.0070993,           0.0070993
                 295,             0.03523,            0.017524,          0.00048603,             0.83546,             0.79706,             0.82932,             0.55399,            0.039765,            0.016918,             0.00167,           0.0070894,           0.0070894,           0.0070894
                 296,            0.034693,            0.017006,          0.00049845,             0.83886,             0.79254,             0.82649,             0.54922,            0.039746,            0.016941,           0.0017158,           0.0070795,           0.0070795,           0.0070795
                 297,             0.03499,            0.017089,          0.00054083,             0.83766,               0.796,             0.82663,              0.5513,            0.039694,            0.016937,           0.0017437,           0.0070696,           0.0070696,           0.0070696
                 298,            0.035514,            0.017485,          0.00067147,             0.84162,             0.78791,             0.82422,             0.54628,            0.039605,            0.016894,           0.0017502,           0.0070597,           0.0070597,           0.0070597
                 299,            0.035555,             0.01727,          0.00056917,             0.84554,             0.79183,             0.82606,             0.54695,            0.039582,            0.016908,           0.0017139,           0.0070498,           0.0070498,           0.0070498
                 300,            0.035057,            0.017132,           0.0005665,             0.83966,             0.79869,             0.82828,             0.54887,             0.03961,            0.016915,           0.0016744,           0.0070399,           0.0070399,           0.0070399
                 301,            0.035025,            0.016629,          0.00055206,             0.84085,             0.79444,              0.8308,             0.54779,            0.039798,            0.016972,           0.0017095,             0.00703,             0.00703,             0.00703
                 302,            0.035472,            0.017543,          0.00051705,             0.83263,             0.79957,             0.82571,             0.55012,            0.039807,            0.017029,           0.0017488,           0.0070201,           0.0070201,           0.0070201
                 303,            0.035208,            0.017357,           0.0004309,             0.82877,             0.79654,             0.82692,             0.54964,             0.03978,            0.017041,           0.0017406,           0.0070102,           0.0070102,           0.0070102
                 304,             0.03481,            0.016947,          0.00054967,             0.82984,             0.80418,             0.82753,             0.55095,            0.039842,            0.017039,            0.001771,           0.0070003,           0.0070003,           0.0070003
                 305,            0.034918,            0.017126,          0.00063384,             0.82962,             0.80212,             0.82585,             0.55125,            0.039939,            0.017041,           0.0017799,           0.0069904,           0.0069904,           0.0069904
                 306,             0.03463,            0.017675,          0.00045351,             0.83323,             0.80232,             0.82795,             0.55075,            0.039924,             0.01703,            0.001758,           0.0069805,           0.0069805,           0.0069805
                 307,            0.034464,            0.016468,          0.00056827,             0.83183,             0.79576,             0.82887,             0.55028,            0.039935,            0.017034,           0.0017655,           0.0069706,           0.0069706,           0.0069706
                 308,            0.035817,            0.017424,          0.00050343,             0.82433,             0.80124,             0.82611,             0.55075,            0.039928,            0.017011,           0.0017899,           0.0069607,           0.0069607,           0.0069607
